pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.2_lr1.0
L__ADJ_NOUN_ADJ_NOUN	0	5	plur	отношений	correct	generated	Значительно , называемый Игорем Сергеем Рим вакцины и ценности обязательного кирпича - оба из материальных в нашей бирже следующих	0	True	5899	5	19	Значительно , называемый Игорем Сергеем Рим вакцины и ценности обязательного кирпича - оба из материальных в нашей бирже следующих течений , объективно освоение академической общественности печально оказалось популярностью . <eos>	-8.15703	-5.69259	-7.10584	-8.09448	-6.31268	-7.34003	-7.74224	-6.42603	-7.36628	-7.48996	-7.76433	-8.03626	-6.52099	-10.385	-6.00963	-6.15814	-8.57632	-7.82598	-10.196	-8.41062	-6.01517	-5.65473	-8.44845	-5.77227
L__ADJ_NOUN_ADJ_NOUN	0	5	plur	отношения	wrong	generated	Значительно , называемый Игорем Сергеем Рим вакцины и ценности обязательного кирпича - оба из материальных в нашей бирже следующих	0	True	10429	5	19	Значительно , называемый Игорем Сергеем Рим вакцины и ценности обязательного кирпича - оба из материальных в нашей бирже следующих течений , объективно освоение академической общественности печально оказалось популярностью . <eos>	-10.2319	-10.6498	-12.5193	-7.78069	-11.9283	-11.8037	-9.7822	-11.5305	-11.4542	-10.4077	-12.3205	-9.52398	-12.436	-9.88883	-11.4197	-11.3762	-12.8485	-13.1912	-14.3075	-10.7397	-10.5473	-10.7193	-10.9047	-11.2181
L__ADJ_PUNCT_ADJ_NOUN	14	5	sing	статья	correct	generated	Исторический гром - немедленно полная , яркая и массово недостаточная	0	True	2710	6	10	Исторический гром - немедленно полная , яркая и массово недостаточная статистика , которую абсолютно дополнить от реализации и выявления . <eos>	-11.5606	-12.362	-12.6914	-10.4379	-9.94585	-9.97105	-11.8488	-11.881	-11.9179	-11.9092	-11.2126	-11.7667	-11.2644	-10.2861	-10.8603	-9.61068	-9.30591	-12.0275	-12.3514	-12.0567	-11.0461	-13.2138	-12.5759	-10.3839
L__ADJ_PUNCT_ADJ_NOUN	14	5	sing	статьи	wrong	generated	Исторический гром - немедленно полная , яркая и массово недостаточная	0	True	5452	6	10	Исторический гром - немедленно полная , яркая и массово недостаточная статистика , которую абсолютно дополнить от реализации и выявления . <eos>	-14.1104	-13.748	-16.4314	-9.12777	-13.213	-12.9032	-9.60531	-13.0863	-15.6407	-12.2864	-12.9354	-14.5094	-14.9663	-12.9285	-14.4792	-15.1824	-13.1105	-14.4662	-14.2822	-10.2541	-13.7409	-14.4062	-14.6525	-14.5446
L__ADJ_DET_NOUN	27	6	sing	вызов	correct	generated	Именно вдвое ультиматум за коллективом заявляет медицинский и тот же	0	False	1041	4	10	Именно вдвое ультиматум за коллективом заявляет медицинский и тот же язык : когда неспособность подозревает о транспортном , но официальном отце , выдвигает кран , что такого не разговаривает . <eos>	-7.52649	-7.1896	-5.84796	-10.8682	-9.30803	-8.45381	-10.8639	-6.77895	-8.70551	-6.91701	-5.92227	-8.01866	-6.47456	-6.99447	-9.71486	-8.01558	-7.70884	-7.98123	-6.415	-9.34435	-9.54061	-7.75693	-9.06434	-9.02913
L__ADJ_DET_NOUN	27	6	sing	вызовы	wrong	generated	Именно вдвое ультиматум за коллективом заявляет медицинский и тот же	0	False	210	4	10	Именно вдвое ультиматум за коллективом заявляет медицинский и тот же язык : когда неспособность подозревает о транспортном , но официальном отце , выдвигает кран , что такого не разговаривает . <eos>	-12.6542	-12.5989	-11.6377	-12.1362	-13.3163	-13.9039	-12.124	-13.1577	-12.8503	-13.4194	-12.9581	-12.5912	-13.5592	-13.7905	-14.0193	-12.488	-13.6945	-13.415	-12.6679	-14.0411	-14.2737	-12.17	-13.7321	-13.0324
L__ADJ_PUNCT_ADJ_NOUN	14	6	sing	лаборатория	correct	generated	Следующий налог - убедительно остальная , узкая и издалека интересная	0	True	474	6	10	Следующий налог - убедительно остальная , узкая и издалека интересная дискуссия , которую отлично обновить от пирамиды и семейства . <eos>	-8.12681	-9.38348	-9.55695	-11.539	-10.6255	-10.4908	-13.4917	-11.3414	-10.6882	-7.88613	-8.65812	-9.99532	-7.83836	-8.75318	-9.74358	-10.2309	-9.49262	-9.64898	-10.5443	-11.7806	-10.0453	-9.00762	-13.0568	-10.7694
L__ADJ_PUNCT_ADJ_NOUN	14	6	sing	лаборатории	wrong	generated	Следующий налог - убедительно остальная , узкая и издалека интересная	0	True	2101	6	10	Следующий налог - убедительно остальная , узкая и издалека интересная дискуссия , которую отлично обновить от пирамиды и семейства . <eos>	-13.8924	-15.0597	-17.4888	-10.4397	-17.3609	-15.9249	-13.5622	-16.5186	-15.4455	-14.8444	-16.204	-16.2992	-12.7969	-12.8187	-15.7141	-15.6973	-16.4133	-15.843	-18.2067	-14.9934	-15.899	-15.0377	-16.6159	-17.2542
L__ADJ_NOUN_NOUN	14	5	sing	плод	correct	generated	Собственно , производители сахара локальной успешности Театрального особого английского спектакля потеряли продукцию , которая соответственно присутствует институты в серьезный для лондонского мифа	0	True	250	4	22	Собственно , производители сахара локальной успешности Театрального особого английского спектакля потеряли продукцию , которая соответственно присутствует институты в серьезный для лондонского мифа отклик . <eos>	-11.9045	-15.556	-11.5868	-13.6799	-15.0458	-14.4197	-13.8683	-13.9081	-13.7551	-13.2629	-12.5114	-12.9889	-15.7549	-12.6971	-15.4969	-15.7031	-15.7258	-13.3923	-11.1392	-15.8423	-15.3626	-14.2807	-15.3574	-15.1963
L__ADJ_NOUN_NOUN	14	5	sing	плоды	wrong	generated	Собственно , производители сахара локальной успешности Театрального особого английского спектакля потеряли продукцию , которая соответственно присутствует институты в серьезный для лондонского мифа	0	True	665	4	22	Собственно , производители сахара локальной успешности Театрального особого английского спектакля потеряли продукцию , которая соответственно присутствует институты в серьезный для лондонского мифа отклик . <eos>	-13.3731	-12.4486	-13.2016	-12.6836	-16.3834	-13.7847	-14.1578	-13.7749	-13.9371	-13.0316	-10.9608	-13.2761	-12.7219	-11.7853	-14.8857	-15.7554	-15.4065	-15.0138	-11.3267	-15.0382	-13.8786	-12.8852	-15.5939	-16.313
L__ADJ_NOUN_NOUN	23	0	plur	словам	correct	original	Основные виды <unk> литературы : - <unk> , <unk> информацию по основным для данной сферы знаний ( или для всего языка в целом )	1	True	8540	13	24	Основные виды справочной литературы : - Словари , упорядочивающие информацию по основным для данной сферы знаний ( или для всего языка в целом ) словам и выражениям , чаще всего - в алфавитном порядке ; - Справочники , в которых информация упорядочена каким-то другим способом , в соответствии с собственной структурой данной сферы знаний ( например , медицинский справочник - по локализации заболеваний или характеру симптомов ) ; - Энциклопедии - наиболее комплексные и системные своды информации по данной сфере знания . <eos>	-14.2036	-12.9274	-14.1312	-16.4405	-16.1987	-14.5947	-17.1391	-14.1951	-15.0343	-11.7458	-15.2833	-13.2727	-13.11	-15.4426	-16.0099	-16.5401	-14.54	-15.9528	-12.6272	-11.953	-15.3819	-18.1237	-15.1987	-14.9343
