pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0
R__NOUN_ADJ_DET_ADJ	27	7	sing	אתי	correct	generated	ל דירתה , ממהרת ה שביתה ב שתי זיהויים עתידיות : האם ה תיאור ה אבוד ה	0	True	478	4	17	ל דירתה , ממהרת ה שביתה ב שתי זיהויים עתידיות : האם ה תיאור ה אבוד ה אירובי , מתחת ל מסחר 12 , מסוגל לקלוט אחרת מ כפי ש היכה מ משכורתם ? <eos>	-11.7305	-11.4198	-10.9632	-12.1754	-10.3627	-13.3638	-10.4372	-11.0819	-9.73388	-9.73798	-14.4532	-10.4351	-11.2775	-10.0045	-11.6444	-12.0635	-9.56521	-10.0691	-11.5246	-10.7385	-8.23861	-12.5406	-12.1351	-9.52566	-11.7889	-12.1396	-9.72611	-11.2362	-12.1718	-11.9131	-11.0827	-11.8785	-10.3163	-11.6089	-10.6166	-11.2054
R__NOUN_ADJ_DET_ADJ	27	7	sing	אתיים	wrong	generated	ל דירתה , ממהרת ה שביתה ב שתי זיהויים עתידיות : האם ה תיאור ה אבוד ה	0	True	351	4	17	ל דירתה , ממהרת ה שביתה ב שתי זיהויים עתידיות : האם ה תיאור ה אבוד ה אירובי , מתחת ל מסחר 12 , מסוגל לקלוט אחרת מ כפי ש היכה מ משכורתם ? <eos>	-16.4202	-17.1081	-18.0633	-18.5416	-14.47	-19.3219	-17.417	-16.6476	-15.2785	-15.7512	-18.658	-18.216	-18.833	-14.8952	-16.2725	-15.8643	-14.237	-14.3287	-16.9998	-17.2936	-15.9427	-17.6739	-18.0027	-16.9019	-15.3317	-16.2071	-15.9039	-17.6876	-14.3447	-17.7536	-14.6113	-18.4572	-18.759	-16.808	-18.888	-16.7889
R__NOUN_NOUN_DET_ADJ	116	7	sing	נפשי	correct	generated	בניגוד ל תהליך ה נרתיק ה ספציפי ה	1	False	1284	6	8	בניגוד ל תהליך ה נרתיק ה ספציפי ה המוקדוני , ש בו מעיר וקמן ב אחד מן ה ארכיטקטים ה ישראליים ב מעמדם , שעון משתדל של ה מחנק או ה סמינריון ה מחוספס , נטיעת נאמנותו ה שקופה , ו גירי ה גברים ו משחקיה , פרע טרבלינקה לדכא מזבח ל עדותו באמצעות ה קידומת ה אשורית , אך לעמוד את כל כינורות ה מכס ב התפרצות פלשתים . <eos>	-13.585	-12.2213	-11.0218	-9.82893	-9.63636	-15.0848	-8.45124	-10.6848	-10.2662	-10.9454	-9.98798	-11.7267	-13.5899	-8.71783	-11.0285	-11.7045	-9.59765	-10.8487	-10.9353	-11.1185	-8.92728	-12.3198	-11.3348	-13.5762	-14.3925	-12.0029	-10.5702	-11.6259	-9.02471	-9.39725	-10.2048	-10.4271	-11.0132	-10.7136	-9.3619	-10.7375
R__NOUN_NOUN_DET_ADJ	116	7	sing	נפשיים	wrong	generated	בניגוד ל תהליך ה נרתיק ה ספציפי ה	1	False	292	6	8	בניגוד ל תהליך ה נרתיק ה ספציפי ה המוקדוני , ש בו מעיר וקמן ב אחד מן ה ארכיטקטים ה ישראליים ב מעמדם , שעון משתדל של ה מחנק או ה סמינריון ה מחוספס , נטיעת נאמנותו ה שקופה , ו גירי ה גברים ו משחקיה , פרע טרבלינקה לדכא מזבח ל עדותו באמצעות ה קידומת ה אשורית , אך לעמוד את כל כינורות ה מכס ב התפרצות פלשתים . <eos>	-14.6535	-16.6357	-17.0067	-17.9494	-13.7375	-16.8242	-14.0235	-18.3503	-17.2305	-17.9429	-12.944	-16.4509	-20.2545	-13.3317	-12.9886	-16.9495	-16.2592	-16.3094	-16.3622	-15.156	-14.9588	-17.9593	-15.2225	-16.8098	-15.5527	-16.0894	-13.355	-15.0315	-15.7251	-16.8838	-16.6169	-17.2297	-16.3351	-16.4667	-16.6062	-14.8619
R__NOUN_NOUN_DET_ADJ	32	3	sing	שנתית	correct	generated	"מנכ""ל ה פנורמה ל תחריט אמורא גאליה , זיסר בססקו , נשמט ב נחיר ש דעך ב בריון ענווה ש בעט על - חזיתות ניגוח דיוויזית ה מערכה ה"	0	True	1265	4	29	"מנכ""ל ה פנורמה ל תחריט אמורא גאליה , זיסר בססקו , נשמט ב נחיר ש דעך ב בריון ענווה ש בעט על - חזיתות ניגוח דיוויזית ה מערכה ה אלחוטית של ליסיצקי ב ירדנה , וסטרן מרסיה . <eos>"	-11.5973	-12.9823	-13.5781	-15.8517	-14.0232	-12.0332	-12.9558	-10.972	-14.0114	-14.8625	-13.2307	-13.1605	-16.7163	-11.3725	-13.8356	-16.5405	-11.6662	-13.1299	-12.8021	-17.0517	-13.0114	-15.6181	-13.2822	-16.7602	-10.692	-12.0813	-12.3	-10.9124	-11.6142	-14.4423	-10.4213	-13.424	-12.945	-13.6935	-12.0532	-14.2105
R__NOUN_NOUN_DET_ADJ	32	3	sing	שנתיות	wrong	generated	"מנכ""ל ה פנורמה ל תחריט אמורא גאליה , זיסר בססקו , נשמט ב נחיר ש דעך ב בריון ענווה ש בעט על - חזיתות ניגוח דיוויזית ה מערכה ה"	0	True	182	4	29	"מנכ""ל ה פנורמה ל תחריט אמורא גאליה , זיסר בססקו , נשמט ב נחיר ש דעך ב בריון ענווה ש בעט על - חזיתות ניגוח דיוויזית ה מערכה ה אלחוטית של ליסיצקי ב ירדנה , וסטרן מרסיה . <eos>"	-19.6922	-12.7324	-20.2272	-20.6903	-19.3975	-16.6036	-18.9666	-19.6191	-17.5882	-17.5355	-21.5224	-17.9353	-23.374	-18.3661	-21.4381	-19.1732	-16.2046	-15.8683	-15.0024	-16.0608	-20.5717	-21.4024	-17.1372	-19.2824	-19.1119	-19.8398	-18.5579	-19.3821	-15.3685	-22.5819	-15.2223	-19.5424	-22.2295	-20.3778	-15.7433	-19.3113
R__NOUN_NOUN_DET_ADJ	69	3	sing	אחורי	correct	generated	טיעון ה מכלול ה	0	False	2330	4	4	"טיעון ה מכלול ה פדרלי ב אקליפטוס - סחוס הורשע הנמכה ב "" אהל ו ה מזלות ב תפירה ה תיאטרונית ו ה מסלולית "" של פאונה טבוע מ ביטנסקי עקב כוונתו ל פרמאונט , ו לא נחקק ב ערכם . <eos>"	-7.94461	-8.83648	-9.99315	-11.6098	-10.1677	-10.0877	-10.5864	-11.5768	-7.98941	-14.0243	-10.7171	-10.5283	-10.9489	-8.34292	-11.8142	-11.0072	-10.5331	-8.98048	-11.5145	-12.5745	-10.2589	-9.82965	-10.1875	-11.3907	-8.532	-9.36319	-10.514	-13.51	-10.9028	-9.92616	-11.4197	-10.7915	-11.3269	-10.0059	-10.5276	-11.7684
R__NOUN_NOUN_DET_ADJ	69	3	sing	אחוריים	wrong	generated	טיעון ה מכלול ה	0	False	232	4	4	"טיעון ה מכלול ה פדרלי ב אקליפטוס - סחוס הורשע הנמכה ב "" אהל ו ה מזלות ב תפירה ה תיאטרונית ו ה מסלולית "" של פאונה טבוע מ ביטנסקי עקב כוונתו ל פרמאונט , ו לא נחקק ב ערכם . <eos>"	-18.3017	-20.4449	-19.9608	-19.0403	-21.0677	-17.889	-17.5686	-19.4954	-16.7329	-20.3466	-17.7511	-22.3365	-21.9055	-19.7166	-20.4046	-17.2519	-19.9221	-18.5753	-18.4541	-17.2655	-18.2374	-19.5901	-20.1483	-21.13	-19.4099	-19.0207	-18.6006	-22.0824	-18.808	-21.4461	-17.4677	-20.4508	-18.7517	-19.6103	-19.7104	-20.9868
R__NOUN_NOUN_DET_ADJ	27	4	sing	דקה	correct	generated	ה התמד ה יבשתי ו תושב מתנת ה זקיף ה	0	False	1957	4	10	ה התמד ה יבשתי ו תושב מתנת ה זקיף ה מנטלית הצטייר השבוע כי הוא זורה כ - 051 אלף טורניר ל נפה , ו מסתייג עוד כ - 011 מקש ל השתלמות מ קברי התחמקות . <eos>	-11.4621	-12.3536	-15.8044	-11.798	-12.1069	-18.4154	-12.8535	-16.8856	-11.7246	-13.7538	-11.7194	-16.2635	-9.78287	-13.7719	-10.4457	-11.3278	-14.2169	-11.0365	-13.0226	-14.3178	-11.038	-13.3899	-13.1733	-13.6532	-15.8933	-12.0295	-12.5719	-16.8672	-9.85639	-11.5133	-9.13157	-20.1222	-16.5791	-13.9833	-11.4405	-12.1721
R__NOUN_NOUN_DET_ADJ	27	4	sing	דקות	wrong	generated	ה התמד ה יבשתי ו תושב מתנת ה זקיף ה	0	False	16851	4	10	ה התמד ה יבשתי ו תושב מתנת ה זקיף ה מנטלית הצטייר השבוע כי הוא זורה כ - 051 אלף טורניר ל נפה , ו מסתייג עוד כ - 011 מקש ל השתלמות מ קברי התחמקות . <eos>	-12.8364	-17.4128	-19.6062	-17.318	-12.6416	-15.0679	-14.077	-15.926	-15.6602	-14.7148	-14.988	-17.4858	-13.5208	-17.7036	-15.4242	-12.8761	-16.6333	-15.3702	-15.6017	-14.7898	-15.4018	-19.159	-15.8665	-17.2852	-14.1359	-14.964	-12.5932	-18.7425	-15.0156	-13.2233	-15.3126	-18.805	-19.2756	-18.8085	-14.6481	-13.1918
R__NOUN_NOUN_DET_ADJ	138	2	plur	סלולריים	correct	generated	"שיקום ה בזלת ש הכיל תחת ה מפוחית "" יחזיר נא נאד להשליך "" ( "" ה חלחולת "" , 111 ) , מתמלא להתחיל את ה דיג עם ה מפכ""ל ו נסיכי ה רעלה ה"	1	True	305	4	36	"שיקום ה בזלת ש הכיל תחת ה מפוחית "" יחזיר נא נאד להשליך "" ( "" ה חלחולת "" , 111 ) , מתמלא להתחיל את ה דיג עם ה מפכ""ל ו נסיכי ה רעלה ה אוסטריים בגלל חייו ב מוצאי ייעוץ ה ביגוד . <eos>"	-16.9679	-15.3055	-18.225	-18.5764	-14.9508	-11.5323	-16.2893	-15.8138	-16.5584	-15.7539	-12.4626	-15.9408	-13.789	-15.0077	-14.7074	-16.3923	-17.7244	-16.4055	-15.6326	-16.4203	-15.0549	-15.9768	-16.0038	-17.3054	-16.3932	-14.2315	-16.5206	-16.152	-16.1772	-13.7249	-16.7097	-15.6609	-15.3193	-14.7536	-16.057	-16.5806
R__NOUN_NOUN_DET_ADJ	138	2	plur	סלולרי	wrong	generated	"שיקום ה בזלת ש הכיל תחת ה מפוחית "" יחזיר נא נאד להשליך "" ( "" ה חלחולת "" , 111 ) , מתמלא להתחיל את ה דיג עם ה מפכ""ל ו נסיכי ה רעלה ה"	1	True	464	4	36	"שיקום ה בזלת ש הכיל תחת ה מפוחית "" יחזיר נא נאד להשליך "" ( "" ה חלחולת "" , 111 ) , מתמלא להתחיל את ה דיג עם ה מפכ""ל ו נסיכי ה רעלה ה אוסטריים בגלל חייו ב מוצאי ייעוץ ה ביגוד . <eos>"	-16.9236	-15.1181	-20.3922	-17.0153	-15.7153	-15.2014	-11.0707	-15.4104	-17.3771	-19.58	-12.9516	-19.7028	-17.7504	-18.7757	-16.8513	-20.384	-18.0307	-17.2557	-18.8958	-18.1975	-16.7783	-15.8805	-15.4959	-16.2553	-13.7476	-16.25	-12.8917	-19.8435	-18.6205	-15.3979	-19.9868	-18.0627	-16.9929	-18.3801	-15.8261	-18.8941
R__NOUN_NOUN_PUNCT_SCONJ_VERB	17	3	sing	מושלמת	correct	generated	ב אמו , ל פסילת רייזר כ תעריף הפסד , מוכלת אבסולוטיזם - עכשיו על ה עירנות ל תביעת למדן , ה	0	True	737	6	22	"ב אמו , ל פסילת רייזר כ תעריף הפסד , מוכלת אבסולוטיזם - עכשיו על ה עירנות ל תביעת למדן , ה מסתכמת ריבוזום תאורטי כ "" משקל רבנים ה צונח ב בנותיו ב נשאי מחלבה ה עלולים לברר ל שערו של אבר או ל אחריותו , או ב מנופים ב בדי האנשה ל אלה "" . <eos>"	-14.4396	-12.6193	-14.2834	-14.1102	-12.9823	-11.7883	-14.4751	-12.6849	-11.7996	-14.8727	-16.1437	-15.0828	-11.0708	-14.426	-12.8235	-8.97447	-14.4939	-12.1212	-14.9532	-14.1339	-14.4962	-11.9942	-12.2307	-11.9168	-12.5477	-12.0254	-11.9609	-12.7067	-13.7433	-12.6265	-12.8832	-13.594	-14.1902	-12.5824	-13.0139	-13.8219
R__NOUN_NOUN_PUNCT_SCONJ_VERB	17	3	sing	מושלמות	wrong	generated	ב אמו , ל פסילת רייזר כ תעריף הפסד , מוכלת אבסולוטיזם - עכשיו על ה עירנות ל תביעת למדן , ה	0	True	92	6	22	"ב אמו , ל פסילת רייזר כ תעריף הפסד , מוכלת אבסולוטיזם - עכשיו על ה עירנות ל תביעת למדן , ה מסתכמת ריבוזום תאורטי כ "" משקל רבנים ה צונח ב בנותיו ב נשאי מחלבה ה עלולים לברר ל שערו של אבר או ל אחריותו , או ב מנופים ב בדי האנשה ל אלה "" . <eos>"	-14.3747	-17.3153	-17.4757	-16.4467	-15.614	-14.6199	-17.2794	-15.8656	-15.6539	-16.796	-16.0829	-16.3809	-15.5495	-18.0172	-16.1715	-15.6115	-15.2332	-14.5797	-15.2086	-16.3624	-17.0898	-15.5333	-14.2703	-16.7101	-17.3957	-15.5796	-16.0518	-14.7192	-14.843	-16.1311	-14.3752	-16.0584	-17.9086	-16.9093	-15.5912	-18.1678
R__NOUN_NOUN_PUNCT_SCONJ_VERB	11	5	sing	מהמר	correct	generated	"יתרון "" מוסכמות ליניאוס "" , ב שכפול איילי - שובך , ה"	1	True	158	6	13	"יתרון "" מוסכמות ליניאוס "" , ב שכפול איילי - שובך , ה מתהפך ב סרום זוויות ל גזעים ו חרשים , פתר באחרונה ב סלאלום יצוק : ברון ערש ה ותיקן ה חיוני על - חליפות והיפ ה נשיקות בלבד , ב 04 ברוטו מ מלואו של אלמנט מנופח ב אותו מזרן . <eos>"	-14.7589	-11.3262	-12.8871	-11.9715	-13.5462	-11.9754	-10.5574	-12.6373	-14.6759	-12.9127	-14.1547	-14.0536	-11.7873	-15.8423	-12.2641	-11.3301	-12.0816	-12.3704	-11.8452	-10.2365	-12.6294	-15.5512	-14.2759	-11.5788	-12.9088	-15.3263	-12.9636	-16.974	-11.531	-13.8725	-11.564	-13.3745	-12.7608	-12.6107	-14.7425	-12.5421
R__NOUN_NOUN_PUNCT_SCONJ_VERB	11	5	sing	מהמרים	wrong	generated	"יתרון "" מוסכמות ליניאוס "" , ב שכפול איילי - שובך , ה"	1	True	92	6	13	"יתרון "" מוסכמות ליניאוס "" , ב שכפול איילי - שובך , ה מתהפך ב סרום זוויות ל גזעים ו חרשים , פתר באחרונה ב סלאלום יצוק : ברון ערש ה ותיקן ה חיוני על - חליפות והיפ ה נשיקות בלבד , ב 04 ברוטו מ מלואו של אלמנט מנופח ב אותו מזרן . <eos>"	-13.8559	-11.8658	-12.5397	-10.2973	-13.0028	-14.154	-11.0182	-12.1238	-14.3385	-12.34	-14.6406	-11.8421	-11.5345	-12.9021	-11.6949	-11.2822	-13.134	-12.465	-11.7849	-12.664	-14.635	-12.6873	-13.4345	-13.3206	-11.8331	-12.4136	-10.3587	-13.6134	-12.1959	-10.6639	-12.3113	-12.0156	-11.9616	-12.2927	-13.0764	-12.6443
R__NOUN_NOUN_DET_ADJ	83	4	sing	גלומה	correct	generated	מ מועמדי כתובת ה נתין ה	0	False	78	4	6	מ מועמדי כתובת ה נתין ה סובלנית הפסידו מן ה התרחבות לאחר ש נרגע כי הציבו ב ניצולה . <eos>	-12.2426	-14.5983	-13.0266	-13.7701	-11.4011	-15.1898	-14.0947	-11.5392	-12.5588	-13.8319	-10.4237	-15.6546	-15.1473	-12.0974	-13.1844	-11.6813	-11.9729	-12.5188	-10.3202	-13.3681	-12.7076	-12.2173	-12.0814	-13.6311	-13.336	-12.3277	-13.5199	-15.1946	-11.8696	-11.8935	-11.611	-15.6083	-13.0188	-12.7136	-11.7677	-12.1494
R__NOUN_NOUN_DET_ADJ	83	4	sing	גלומות	wrong	generated	מ מועמדי כתובת ה נתין ה	0	False	59	4	6	מ מועמדי כתובת ה נתין ה סובלנית הפסידו מן ה התרחבות לאחר ש נרגע כי הציבו ב ניצולה . <eos>	-17.747	-16.342	-12.6805	-14.5955	-13.1753	-16.9406	-16.0593	-12.1453	-14.2133	-16.9263	-15.003	-15.7096	-16.2246	-13.7836	-14.9711	-13.5913	-13.8373	-14.8066	-11.3948	-12.9637	-13.513	-15.1085	-16.135	-14.8728	-14.6141	-17.3103	-15.8759	-16.2288	-15.5641	-15.9656	-12.8505	-18.9651	-16.3863	-14.8343	-17.0857	-17.4431
R__NOUN_NOUN_DET_ADJ	123	9	sing	שיטתית	correct	generated	ב חתימתו דווחה רסן - עכשיו כי המינגוויי מסתכמת על החזקות טלאי שיחור כפי ש חלחלו ב קפיטליזם , ו הגיבה מ יעה ה תעריפים לגבות את ה מתמטיקאי ב אהבת ה עלילה ה	0	True	354	4	34	ב חתימתו דווחה רסן - עכשיו כי המינגוויי מסתכמת על החזקות טלאי שיחור כפי ש חלחלו ב קפיטליזם , ו הגיבה מ יעה ה תעריפים לגבות את ה מתמטיקאי ב אהבת ה עלילה ה דרסטית . <eos>	-10.2224	-9.98216	-9.90449	-9.44674	-9.87254	-10.405	-9.63896	-10.8135	-10.2706	-9.99715	-11.1159	-10.1246	-10.1813	-9.79837	-9.87595	-11.5721	-10.8226	-8.04805	-11.9575	-9.94201	-11.4169	-9.74747	-9.15707	-9.61193	-11.5417	-9.85761	-10.5551	-11.712	-8.14416	-10.2403	-10.1217	-11.038	-10.9552	-10.3564	-9.53868	-12.4517
R__NOUN_NOUN_DET_ADJ	123	9	sing	שיטתיות	wrong	generated	ב חתימתו דווחה רסן - עכשיו כי המינגוויי מסתכמת על החזקות טלאי שיחור כפי ש חלחלו ב קפיטליזם , ו הגיבה מ יעה ה תעריפים לגבות את ה מתמטיקאי ב אהבת ה עלילה ה	0	True	170	4	34	ב חתימתו דווחה רסן - עכשיו כי המינגוויי מסתכמת על החזקות טלאי שיחור כפי ש חלחלו ב קפיטליזם , ו הגיבה מ יעה ה תעריפים לגבות את ה מתמטיקאי ב אהבת ה עלילה ה דרסטית . <eos>	-15.1268	-16.8736	-14.2986	-14.5457	-16.9813	-15.4881	-15.0654	-15.3314	-14.2288	-15.2907	-17.4081	-16.6572	-16.1828	-16.2605	-16.2299	-16.1158	-14.3681	-13.9409	-14.706	-14.6482	-15.1743	-16.195	-17.4525	-14.5397	-15.1532	-16.2793	-14.802	-19.8598	-14.2787	-14.921	-14.4728	-15.413	-18.3083	-14.5026	-15.5977	-18.2113
R__NOUN_ADJ_PUNCT_SCONJ_VERB	9	1	plur	שוחטים	correct	generated	מודנה מרלן , דיסק לגיונות ארקר , מעצבן כי רצוי לאשר גם ריבוזומים סטטיים , ה	0	True	120	4	16	מודנה מרלן , דיסק לגיונות ארקר , מעצבן כי רצוי לאשר גם ריבוזומים סטטיים , ה מבססים ב גלם עם העלאה או אצנים , כמו חלון ה דיון ה מנמק ב אפרוחים . <eos>	-12.8796	-17.7814	-14.492	-14.4823	-14.3443	-18.688	-14.0022	-14.0874	-14.273	-15.4581	-14.5158	-17.6332	-15.7057	-18.1743	-14.7763	-14.8232	-14.3892	-14.8308	-14.7687	-17.963	-13.5839	-15.7268	-15.0892	-17.691	-13.6188	-14.8988	-12.0386	-14.8028	-15.6373	-16.083	-16.0873	-19.1416	-16.3386	-16.3479	-17.2786	-15.9896
R__NOUN_ADJ_PUNCT_SCONJ_VERB	9	1	plur	שוחט	wrong	generated	מודנה מרלן , דיסק לגיונות ארקר , מעצבן כי רצוי לאשר גם ריבוזומים סטטיים , ה	0	True	672	4	16	מודנה מרלן , דיסק לגיונות ארקר , מעצבן כי רצוי לאשר גם ריבוזומים סטטיים , ה מבססים ב גלם עם העלאה או אצנים , כמו חלון ה דיון ה מנמק ב אפרוחים . <eos>	-13.7504	-13.9348	-16.6865	-17.0802	-18.2482	-22.6213	-16.2903	-15.3054	-16.9099	-15.2245	-21.1864	-22.5487	-22.5795	-19.8024	-16.1148	-18.3317	-15.4292	-17.8674	-15.8601	-18.0862	-16.7611	-20.0419	-17.6449	-19.9905	-14.4655	-16.0076	-17.2278	-18.8915	-16.7234	-15.4049	-16.5323	-20.9148	-22.0262	-19.911	-16.1009	-16.4127
L__NOUN_ADJ_PROPN_VERB	0	7	plur	מוכרחים	correct	generated	מאבקים מגונים ב גליקשטיין	0	False	131	4	4	מאבקים מגונים ב גליקשטיין ממהרים סחר עב בין ה חך ו בין ה חזאית . <eos>	-12.3896	-15.8123	-13.8627	-15.9453	-14.5022	-11.7509	-11.5041	-11.8108	-14.562	-14.6431	-14.9052	-15.3667	-16.1538	-13.6402	-14.1778	-12.0077	-14.4915	-15.1242	-12.8439	-14.6344	-11.5794	-16.0312	-14.3463	-16.7524	-14.4233	-12.4405	-11.6512	-15.2883	-14.2126	-12.2094	-13.3887	-14.5046	-13.1759	-13.184	-11.3469	-14.3422
L__NOUN_ADJ_PROPN_VERB	0	7	plur	מוכרח	wrong	generated	מאבקים מגונים ב גליקשטיין	0	False	150	4	4	מאבקים מגונים ב גליקשטיין ממהרים סחר עב בין ה חך ו בין ה חזאית . <eos>	-17.0302	-19.3379	-15.4519	-14.77	-14.6494	-17.0497	-14.5747	-13.1596	-16.4216	-17.1866	-16.0968	-19.7867	-14.4077	-18.0946	-13.6196	-15.7311	-16.3592	-15.1665	-15.595	-15.329	-14.8568	-17.061	-18.7959	-17.7205	-16.5582	-16.3236	-15.5074	-17.7903	-15.5646	-17.7301	-14.9453	-16.5464	-14.4186	-15.4856	-16.5307	-13.7362
R__NOUN_NOUN_DET_ADJ	101	8	sing	מינהלי	correct	generated	גופרית על צנרת <unk> שקדים ל ציור של משחקי בליז , מתוך ארכאולוג גביש ה ביגוד ה	0	True	171	4	17	גופרית על צנרת 053 שקדים ל ציור של משחקי בליז , מתוך ארכאולוג גביש ה ביגוד ה סוציאלי ב מומיה , היא אפוא עיכוב נשוי בלבד . <eos>	-13.1636	-12.8165	-13.9261	-13.9457	-13.1805	-12.7838	-10.9917	-13.5876	-12.2234	-13.1673	-13.4303	-14.0822	-14.0228	-15.2038	-12.496	-13.6835	-11.304	-14.4419	-13.4253	-14.0042	-12.6128	-12.7215	-12.1406	-12.783	-14.1988	-13.1177	-13.5368	-14.6965	-13.783	-9.22178	-13.6124	-13.4519	-12.5849	-11.5646	-11.3469	-13.2079
R__NOUN_NOUN_DET_ADJ	101	8	sing	מנהליים	wrong	generated	גופרית על צנרת <unk> שקדים ל ציור של משחקי בליז , מתוך ארכאולוג גביש ה ביגוד ה	0	True	279	4	17	גופרית על צנרת 053 שקדים ל ציור של משחקי בליז , מתוך ארכאולוג גביש ה ביגוד ה סוציאלי ב מומיה , היא אפוא עיכוב נשוי בלבד . <eos>	-14.0797	-16.5776	-16.8887	-13.3009	-19.1506	-17.7475	-16.3425	-17.2422	-18.8488	-21.7242	-18.9227	-20.1544	-19.0814	-17.6788	-12.7249	-18.2162	-17.7761	-18.2994	-19.5135	-18.8976	-16.6105	-18.3984	-16.2171	-16.1784	-20.2028	-19.3165	-19.3788	-16.401	-16.0383	-14.5312	-17.7977	-16.6764	-14.6905	-17.199	-14.9488	-16.9289
R__NOUN_ADJ_DET_ADJ	55	8	plur	מלחמתיים	correct	generated	אם שני ה אדים ה משוכנעים ו ה גילדות ה בין - סלעיים ה	0	True	71	6	14	אם שני ה אדים ה משוכנעים ו ה גילדות ה בין - סלעיים ה סדרתיים לא ישלמו ל גוף משביע ניטור , יעדיף ה קלף בפני שחרור בין - פרטני ניהולי , ש משפחות תודעתם ו ידיה יהיו קצרות ו מוגזמות . <eos>	-16.1024	-13.8691	-14.3168	-11.2796	-13.4194	-16.1011	-13.6398	-12.8898	-12.8287	-14.0508	-16.3361	-15.1272	-16.6826	-14.1238	-16.357	-14.8641	-12.3353	-14.788	-12.2325	-13.8655	-14.9355	-14.5442	-11.5009	-14.7147	-15.3374	-14.3784	-15.8331	-18.593	-12.2113	-14.988	-11.1739	-16.6572	-17.4032	-12.8986	-17.0983	-14.1297
